place	url	type	parent	latitude	longitude
Cooper Heights, Georgia	https://en.wikipedia.org/wiki/Cooper_Heights,_Georgia	link	Albany metropolitan area, Georgia	34°48′26″N	85°23′21″W
LaFayette, Georgia	https://en.wikipedia.org/wiki/LaFayette,_Georgia	link	Albany metropolitan area, Georgia	34°42′35″N	85°17′2″W
North Georgia (U.S. state)	https://en.wikipedia.org/wiki/North_Georgia_(U.S._state)	link	Albany metropolitan area, Georgia	34°36′21.9″N	83°58′46.17″W
Villa Rica, Georgia	https://en.wikipedia.org/wiki/Villa_Rica,_Georgia	link	Albany metropolitan area, Georgia	33°43′55″N	84°55′12″W
Elberton, Georgia	https://en.wikipedia.org/wiki/Elberton,_Georgia	link	Albany metropolitan area, Georgia	34°6′35″N	82°51′56″W
Chattanooga Valley, Georgia	https://en.wikipedia.org/wiki/Chattanooga_Valley,_Georgia	link	Albany metropolitan area, Georgia	34°55′20″N	85°20′8″W
Cave Spring, Georgia	https://en.wikipedia.org/wiki/Cave_Spring,_Georgia	link	Albany metropolitan area, Georgia	34°6′32″N	85°20′10″W
Naylor, Georgia	https://en.wikipedia.org/wiki/Naylor,_Georgia	link	Albany metropolitan area, Georgia	30°54′31″N	83°4′42″W
Calvary, Georgia	https://en.wikipedia.org/wiki/Calvary,_Georgia	link	Albany metropolitan area, Georgia	30°43′36″N	84°20′58″W
Bremen, Georgia	https://en.wikipedia.org/wiki/Bremen,_Georgia	link	Albany metropolitan area, Georgia	33°42′57″N	85°8′50″W
Chickamauga, Georgia	https://en.wikipedia.org/wiki/Chickamauga,_Georgia	link	Albany metropolitan area, Georgia	34°52′29″N	85°17′34″W
Attapulgus, Georgia	https://en.wikipedia.org/wiki/Attapulgus,_Georgia	link	Albany metropolitan area, Georgia	30°44′54″N	84°29′2″W
Clinton, Georgia	https://en.wikipedia.org/wiki/Clinton,_Georgia	link	Albany metropolitan area, Georgia	32°59′55″N	83°33′20″W
Vienna, Georgia	https://en.wikipedia.org/wiki/Vienna,_Georgia	link	Albany metropolitan area, Georgia	32°6′N	83°48′W
Brinson, Georgia	https://en.wikipedia.org/wiki/Brinson,_Georgia	link	Albany metropolitan area, Georgia	30°58′45″N	84°44′10″W
Oakfield, Georgia	https://en.wikipedia.org/wiki/Oakfield,_Georgia	link	Albany metropolitan area, Georgia	31°46′41″N	83°58′17″W
Acree, Georgia	https://en.wikipedia.org/wiki/Acree,_Georgia	link	Albany metropolitan area, Georgia	31°33′20″N	83°59′46″W
Lyons, Georgia	https://en.wikipedia.org/wiki/Lyons,_Georgia	link	Albany metropolitan area, Georgia	32°12′15″N	82°19′22″W
Jonesboro, Georgia	https://en.wikipedia.org/wiki/Jonesboro,_Georgia	link	Albany metropolitan area, Georgia	33°31′28″N	84°21′15″W
Hapeville, Georgia	https://en.wikipedia.org/wiki/Hapeville,_Georgia	link	Albany metropolitan area, Georgia	33°39′45″N	84°24′37″W
Avalon, Georgia	https://en.wikipedia.org/wiki/Avalon,_Georgia	link	Albany metropolitan area, Georgia	34°30′6″N	83°11′40″W
Avondale Estates, Georgia	https://en.wikipedia.org/wiki/Avondale_Estates,_Georgia	link	Albany metropolitan area, Georgia	33°46′15″N	84°15′54″W
Tallulah Falls, Georgia	https://en.wikipedia.org/wiki/Tallulah_Falls,_Georgia	link	Albany metropolitan area, Georgia	34°44′1″N	83°23′30″W
Toccoa, Georgia	https://en.wikipedia.org/wiki/Toccoa,_Georgia	link	Albany metropolitan area, Georgia	34°34′29″N	83°19′12″W
Buckhead	https://en.wikipedia.org/wiki/Buckhead	link	Albany metropolitan area, Georgia	33°50′22″N	84°22′48″W
Blue Ridge, Georgia	https://en.wikipedia.org/wiki/Blue_Ridge,_Georgia	link	Albany metropolitan area, Georgia	34°52′6″N	84°19′16″W
Fayetteville, Georgia	https://en.wikipedia.org/wiki/Fayetteville,_Georgia	link	Albany metropolitan area, Georgia	33°26′52″N	84°27′42″W
Sharpsburg, Georgia	https://en.wikipedia.org/wiki/Sharpsburg,_Georgia	link	Albany metropolitan area, Georgia	33°20′22″N	84°39′1″W
Sterling, Georgia	https://en.wikipedia.org/wiki/Sterling,_Georgia	link	Albany metropolitan area, Georgia	31°16′19″N	81°33′43″W
Milledgeville, Georgia	https://en.wikipedia.org/wiki/Milledgeville,_Georgia	link	Albany metropolitan area, Georgia	33°5′16″N	83°14′0″W
Fair Oaks, Georgia	https://en.wikipedia.org/wiki/Fair_Oaks,_Georgia	link	Albany metropolitan area, Georgia	33°55′11″N	84°32′40″W
Austell, Georgia	https://en.wikipedia.org/wiki/Austell,_Georgia	link	Albany metropolitan area, Georgia	33°48′57″N	84°38′10″W
Coal Mountain, Georgia	https://en.wikipedia.org/wiki/Coal_Mountain,_Georgia	link	Albany metropolitan area, Georgia	34°16′17″N	84°06′03″W
Douglas, Georgia	https://en.wikipedia.org/wiki/Douglas,_Georgia	link	Albany metropolitan area, Georgia	31°30′27″N	82°51′3″W
Talmo, Georgia	https://en.wikipedia.org/wiki/Talmo,_Georgia	link	Albany metropolitan area, Georgia	34°11′15″N	83°42′59″W
Fort McAllister	https://en.wikipedia.org/wiki/Fort_McAllister	link	Albany metropolitan area, Georgia	31°53′28″N	81°11′46″W
Commerce, Georgia	https://en.wikipedia.org/wiki/Commerce,_Georgia	link	Albany metropolitan area, Georgia	34°12′23″N	83°27′40″W
Coosa, Georgia	https://en.wikipedia.org/wiki/Coosa,_Georgia	link	Albany metropolitan area, Georgia	34°15′16″N	85°21′16″W
Loganville, Georgia	https://en.wikipedia.org/wiki/Loganville,_Georgia	link	Albany metropolitan area, Georgia	33°50′20″N	83°53′53″W
Bainbridge, Georgia	https://en.wikipedia.org/wiki/Bainbridge,_Georgia	link	Albany metropolitan area, Georgia	30°54′17″N	84°34′16″W
Eatonton, Georgia	https://en.wikipedia.org/wiki/Eatonton,_Georgia	link	Albany metropolitan area, Georgia	33°19′35″N	83°23′16″W
Allatoona Dam	https://en.wikipedia.org/wiki/Allatoona_Dam	link	Albany metropolitan area, Georgia	34°8′18″N	84°38′38″W
Shady Dale, Georgia	https://en.wikipedia.org/wiki/Shady_Dale,_Georgia	link	Albany metropolitan area, Georgia	33°23′58″N	83°35′24″W
Lebanon, Georgia	https://en.wikipedia.org/wiki/Lebanon,_Georgia	link	Albany metropolitan area, Georgia	34°08′34″N	84°30′34″W
Statham, Georgia	https://en.wikipedia.org/wiki/Statham,_Georgia	link	Albany metropolitan area, Georgia	33°57′56″N	83°35′48″W
Americus, Georgia	https://en.wikipedia.org/wiki/Americus,_Georgia	link	Albany metropolitan area, Georgia	32°4′31″N	84°13′36″W
Barnesville, Georgia	https://en.wikipedia.org/wiki/Barnesville,_Georgia	link	Albany metropolitan area, Georgia	33°3′11″N	84°9′22″W
Warm Springs, Georgia	https://en.wikipedia.org/wiki/Warm_Springs,_Georgia	link	Albany metropolitan area, Georgia	32°53′19″N	84°40′48″W
Warthen, Georgia	https://en.wikipedia.org/wiki/Warthen,_Georgia	link	Albany metropolitan area, Georgia	33°06′08″N	82°48′13″W
Lost Mountain, Georgia	https://en.wikipedia.org/wiki/Lost_Mountain,_Georgia	link	Albany metropolitan area, Georgia	33°56′26″N	84°42′09″W
New Hope, Paulding County, Georgia	https://en.wikipedia.org/wiki/New_Hope,_Paulding_County,_Georgia	link	Albany metropolitan area, Georgia	33°57′30.8″N	84°47′21″W
Canton, Georgia	https://en.wikipedia.org/wiki/Canton,_Georgia	link	Albany metropolitan area, Georgia	34°13′38″N	84°29′41″W
Chattanooga, Tennessee	https://en.wikipedia.org/wiki/Chattanooga,_Tennessee	link	Albany metropolitan area, Georgia	35°2′44″N	85°16′2″W
Amsterdam, Georgia	https://en.wikipedia.org/wiki/Amsterdam,_Georgia	link	Albany metropolitan area, Georgia	30°43′39″N	84°26′09″W
Reynolds, Georgia	https://en.wikipedia.org/wiki/Reynolds,_Georgia	link	Albany metropolitan area, Georgia	32°33′33″N	84°5′44″W
Oglethorpe, Georgia	https://en.wikipedia.org/wiki/Oglethorpe,_Georgia	link	Albany metropolitan area, Georgia	32°17′36″N	84°3′45″W
Lake Lanier	https://en.wikipedia.org/wiki/Lake_Lanier	link	Albany metropolitan area, Georgia	34°14′14″N	83°56′10″W
LaGrange, Georgia	https://en.wikipedia.org/wiki/LaGrange,_Georgia	link	Albany metropolitan area, Georgia	33°2′12″N	85°01′55″W
Hogansville, Georgia	https://en.wikipedia.org/wiki/Hogansville,_Georgia	link	Albany metropolitan area, Georgia	33°10′12″N	84°54′33″W
McCaysville, Georgia	https://en.wikipedia.org/wiki/McCaysville,_Georgia	link	Albany metropolitan area, Georgia	34°58′54″N	84°22′13″W
Murrayville, Georgia	https://en.wikipedia.org/wiki/Murrayville,_Georgia	link	Albany metropolitan area, Georgia	34°25′07″N	83°54′21″W
Rossville, Georgia	https://en.wikipedia.org/wiki/Rossville,_Georgia	link	Albany metropolitan area, Georgia	34°58′35″N	85°17′28″W
Dexter, Georgia	https://en.wikipedia.org/wiki/Dexter,_Georgia	link	Albany metropolitan area, Georgia	32°26′4″N	83°3′32″W
Jacksonville, Georgia	https://en.wikipedia.org/wiki/Jacksonville,_Georgia	link	Albany metropolitan area, Georgia	31°48′48″N	82°58′31″W
Tripoint	https://en.wikipedia.org/wiki/Tripoint	link	Albany metropolitan area, Georgia	49°50′44″N	116°42′50″E
Dublin, Georgia	https://en.wikipedia.org/wiki/Dublin,_Georgia	link	Albany metropolitan area, Georgia	32°32′15″N	82°55′6″W
Waresboro, Georgia	https://en.wikipedia.org/wiki/Waresboro,_Georgia	link	Albany metropolitan area, Georgia	31°14′56.4″N	82°28′27.84″W
Altamaha River	https://en.wikipedia.org/wiki/Altamaha_River	link	Albany metropolitan area, Georgia	31°57′33″N	82°32′37″W
Red Top Mountain State Park	https://en.wikipedia.org/wiki/Red_Top_Mountain_State_Park	link	Albany metropolitan area, Georgia	34°09′05″N	84°42′56″W
Hunter Air Force Base	https://en.wikipedia.org/wiki/Hunter_Air_Force_Base	link	Albany metropolitan area, Georgia	32°00′36″N	081°08′44″W
Cash, Georgia	https://en.wikipedia.org/wiki/Cash,_Georgia	link	Albany metropolitan area, Georgia	34°29′23″N	84°49′07″W
Springvale, Georgia	https://en.wikipedia.org/wiki/Springvale,_Georgia	link	Albany metropolitan area, Georgia	31°49′42″N	84°52′47″W
Southern Airways Flight 242	https://en.wikipedia.org/wiki/Southern_Airways_Flight_242	link	Albany metropolitan area, Georgia	33°57′45″N	84°47′13″W
College Park, Georgia	https://en.wikipedia.org/wiki/College_Park,_Georgia	link	Albany metropolitan area, Georgia	33°38′54″N	84°27′22″W
East Point, Georgia	https://en.wikipedia.org/wiki/East_Point,_Georgia	link	Albany metropolitan area, Georgia	33°40′34″N	84°27′5″W
Monteith, Georgia	https://en.wikipedia.org/wiki/Monteith,_Georgia	link	Albany metropolitan area, Georgia	32°9′52″N	81°10′48″W
Newnan, Georgia	https://en.wikipedia.org/wiki/Newnan,_Georgia	link	Albany metropolitan area, Georgia	33°22′35″N	84°47′19″W
Covington, Georgia	https://en.wikipedia.org/wiki/Covington,_Georgia	link	Albany metropolitan area, Georgia	33°36′N	83°52′W
Ivy Log, Georgia	https://en.wikipedia.org/wiki/Ivy_Log,_Georgia	link	Albany metropolitan area, Georgia	34°57′44″N	84°03′32″W
Oak Park, Georgia	https://en.wikipedia.org/wiki/Oak_Park,_Georgia	link	Albany metropolitan area, Georgia	32°22′15″N	82°18′36″W
South Newport, Georgia	https://en.wikipedia.org/wiki/South_Newport,_Georgia	link	Albany metropolitan area, Georgia	31°38′06″N	81°23′46″W
McRae, Georgia	https://en.wikipedia.org/wiki/McRae,_Georgia	link	Albany metropolitan area, Georgia	32°3′52″N	82°53′54″W
Nelson, Georgia	https://en.wikipedia.org/wiki/Nelson,_Georgia	link	Albany metropolitan area, Georgia	34°22′54″N	84°22′17″W
Valona, Georgia	https://en.wikipedia.org/wiki/Valona,_Georgia	link	Albany metropolitan area, Georgia	31°28′42″N	81°20′38″W
Dahlonega, Georgia	https://en.wikipedia.org/wiki/Dahlonega,_Georgia	link	Albany metropolitan area, Georgia	34°32′N	83°59′W
Harris Neck National Wildlife Refuge	https://en.wikipedia.org/wiki/Harris_Neck_National_Wildlife_Refuge	link	Albany metropolitan area, Georgia	31°38′00″N	81°16′00″W
Blaine, Georgia	https://en.wikipedia.org/wiki/Blaine,_Georgia	link	Albany metropolitan area, Georgia	34°30′38″N	84°33′25″W
Waycross, Georgia	https://en.wikipedia.org/wiki/Waycross,_Georgia	link	Albany metropolitan area, Georgia	31°12′50″N	82°21′18″W
Jasper, Georgia	https://en.wikipedia.org/wiki/Jasper,_Georgia	link	Albany metropolitan area, Georgia	34°28′9″N	84°26′3″W
Thomaston, Georgia	https://en.wikipedia.org/wiki/Thomaston,_Georgia	link	Albany metropolitan area, Georgia	32°54′N	84°20′W
Dawsonville, Georgia	https://en.wikipedia.org/wiki/Dawsonville,_Georgia	link	Albany metropolitan area, Georgia	34°25′N	84°7′W
Rome, Georgia	https://en.wikipedia.org/wiki/Rome,_Georgia	link	Albany metropolitan area, Georgia	34°15′36″N	85°11′6″W
Fort Oglethorpe, Georgia	https://en.wikipedia.org/wiki/Fort_Oglethorpe,_Georgia	link	Albany metropolitan area, Georgia	34°56′44″N	85°14′44″W
Constitution, Georgia	https://en.wikipedia.org/wiki/Constitution,_Georgia	link	Albany metropolitan area, Georgia	33°41′20″N	84°20′33″W
Tome, New Mexico	https://en.wikipedia.org/wiki/Tome,_New_Mexico	link	Albuquerque metropolitan area	34°44′27″N	106°43′42″W
Meadow Lake, New Mexico	https://en.wikipedia.org/wiki/Meadow_Lake,_New_Mexico	feature	Albuquerque metropolitan area	34°48′14″N	106°34′46″W
Conejos County, Colorado	https://en.wikipedia.org/wiki/Conejos_County,_Colorado	link	Albuquerque metropolitan area	37°13′N	106°11′W
Nevada	https://en.wikipedia.org/wiki/Nevada	link	Albuquerque metropolitan area	39°N	117°W
Merced County, California	https://en.wikipedia.org/wiki/Merced_County,_California	link	Albuquerque metropolitan area	37°11′N	120°43′W
Madera County, California	https://en.wikipedia.org/wiki/Madera_County,_California	link	Albuquerque metropolitan area	37°13′N	119°46′W
Clark County, Nevada	https://en.wikipedia.org/wiki/Clark_County,_Nevada	link	Albuquerque metropolitan area	36°12′N	115°01′W
Imperial County, California	https://en.wikipedia.org/wiki/Imperial_County,_California	link	Albuquerque metropolitan area	33°15′14.9″N	115°28′21.4″W
Santa Barbara County, California	https://en.wikipedia.org/wiki/Santa_Barbara_County,_California	link	Albuquerque metropolitan area	34°32′N	120°02′W
Franklin County, Washington	https://en.wikipedia.org/wiki/Franklin_County,_Washington	link	Albuquerque metropolitan area	46°32′N	118°54′W
Yakima County, Washington	https://en.wikipedia.org/wiki/Yakima_County,_Washington	link	Albuquerque metropolitan area	46°28′N	120°44′W
Stanislaus County, California	https://en.wikipedia.org/wiki/Stanislaus_County,_California	link	Albuquerque metropolitan area	37°34′N	120°59′W
Tulare County, California	https://en.wikipedia.org/wiki/Tulare_County,_California	link	Albuquerque metropolitan area	36°14′N	118°48′W
Monterey County, California	https://en.wikipedia.org/wiki/Monterey_County,_California	link	Albuquerque metropolitan area	36°14′N	121°19′W
Nome Census Area, Alaska	https://en.wikipedia.org/wiki/Nome_Census_Area,_Alaska	link	Albuquerque metropolitan area	64°44′N	164°11′W
Roosevelt County, Montana	https://en.wikipedia.org/wiki/Roosevelt_County,_Montana	link	Albuquerque metropolitan area	48°18′N	105°02′W
Mountain states	https://en.wikipedia.org/wiki/Mountain_states	link	Albuquerque metropolitan area	44°24′00″N	110°36′00″W
Greenlee County, Arizona	https://en.wikipedia.org/wiki/Greenlee_County,_Arizona	link	Albuquerque metropolitan area	33°06′06″N	109°16′07″W
Counselor, New Mexico	https://en.wikipedia.org/wiki/Counselor,_New_Mexico	link	Albuquerque metropolitan area	36°12′33″N	107°27′28″W
La Cueva, Sandoval County, New Mexico	https://en.wikipedia.org/wiki/La_Cueva,_Sandoval_County,_New_Mexico	link	Albuquerque metropolitan area	35°52′27″N	106°38′38″W
Pe%C3%B1a Blanca, New Mexico	https://en.wikipedia.org/wiki/Pe%C3%B1a_Blanca,_New_Mexico	link	Albuquerque metropolitan area	35°34′23″N	106°20′14″W
Cochiti Lake, New Mexico	https://en.wikipedia.org/wiki/Cochiti_Lake,_New_Mexico	link	Albuquerque metropolitan area	35°38′53″N	106°20′15″W
Mormon Battalion Monument (New Mexico)	https://en.wikipedia.org/wiki/Mormon_Battalion_Monument_(New_Mexico)	link	Albuquerque metropolitan area	35°27′06″N	106°21′14″W
Rio Rancho, New Mexico	https://en.wikipedia.org/wiki/Rio_Rancho,_New_Mexico	feature	Albuquerque metropolitan area	35°17′10″N	106°40′14″W
El Camino Real de Tierra Adentro National Historic Trail	https://en.wikipedia.org/wiki/El_Camino_Real_de_Tierra_Adentro_National_Historic_Trail	link	Albuquerque metropolitan area	20°54′57″N	100°44′55″W
Cochiti Pueblo	https://en.wikipedia.org/wiki/Cochiti_Pueblo	link	Albuquerque metropolitan area	35°36′32″N	106°20′41″W
Santa Ana Pueblo	https://en.wikipedia.org/wiki/Santa_Ana_Pueblo	link	Albuquerque metropolitan area	35°20′44″N	106°31′24″W
Sandia Pueblo	https://en.wikipedia.org/wiki/Sandia_Pueblo	link	Albuquerque metropolitan area	35°15′17″N	106°34′23″W
Santo Domingo Pueblo	https://en.wikipedia.org/wiki/Santo_Domingo_Pueblo	link	Albuquerque metropolitan area	35°30′52″N	106°21′48″W
Navajo Nation	https://en.wikipedia.org/wiki/Navajo_Nation	link	Albuquerque metropolitan area	36°11′13″N	109°34′25″W
Pueblo of Isleta	https://en.wikipedia.org/wiki/Pueblo_of_Isleta	link	Albuquerque metropolitan area	34°54′31″N	106°41′30″W
Zuni Pueblo, New Mexico	https://en.wikipedia.org/wiki/Zuni_Pueblo,_New_Mexico	link	Albuquerque metropolitan area	35°4′10″N	108°50′48″W
Alamo Navajo Indian Reservation	https://en.wikipedia.org/wiki/Alamo_Navajo_Indian_Reservation	link	Albuquerque metropolitan area	34°24′00″N	107°27′02″W
Acoma Pueblo	https://en.wikipedia.org/wiki/Acoma_Pueblo	link	Albuquerque metropolitan area	34°53′47″N	107°34′55″W
Mescalero	https://en.wikipedia.org/wiki/Mescalero	link	Albuquerque metropolitan area	33°10′42″N	105°36′44″W
Valencia, New Mexico	https://en.wikipedia.org/wiki/Valencia,_New_Mexico	feature	Albuquerque metropolitan area	34°47′43″N	106°41′33″W
